RowKey,Order ID,Order Date,Ship Date,Ship Mode,Profit,Quantity,Sales
1230,CA-2012-132507,2014-07-30 00:00:00,2014-08-03 00:00:00,Second Class,6.18,4.00,61.79
1231,CA-2012-132570,2014-10-31 00:00:00,2014-11-02 00:00:00,Second Class,36.70,4.00,82.74
1232,CA-2012-132626,2014-07-09 00:00:00,2014-07-14 00:00:00,Standard Class,435.02,41.00,1133.82
1233,CA-2012-132633,2014-02-03 00:00:00,2014-02-05 00:00:00,Second Class,4.10,3.00,12.14
1234,CA-2012-132815,2014-09-19 00:00:00,2014-09-22 00:00:00,Second Class,11.25,2.00,22.96
1235,CA-2012-132906,2014-09-10 00:00:00,2014-09-14 00:00:00,Standard Class,1.55,4.00,51.52
1236,CA-2012-132941,2014-05-25 00:00:00,2014-05-28 00:00:00,First Class,49.81,11.00,262.72
1237,CA-2012-132948,2014-03-27 00:00:00,2014-04-03 00:00:00,Standard Class,3.35,5.00,83.70
1238,CA-2012-133025,2014-09-17 00:00:00,2014-09-19 00:00:00,Second Class,15.55,5.00,32.40
1239,CA-2012-133242,2014-06-18 00:00:00,2014-06-24 00:00:00,Standard Class,250.82,12.00,1046.47
1240,CA-2012-133396,2014-08-13 00:00:00,2014-08-15 00:00:00,First Class,8.09,7.00,64.68
1241,CA-2012-133445,2014-10-05 00:00:00,2014-10-09 00:00:00,Standard Class,-118.42,5.00,357.46
1242,CA-2012-133452,2014-04-13 00:00:00,2014-04-19 00:00:00,Standard Class,-27.75,7.00,910.79
1243,CA-2012-133494,2014-03-01 00:00:00,2014-03-05 00:00:00,Standard Class,0.44,2.00,3.55
1244,CA-2012-133536,2014-03-28 00:00:00,2014-03-30 00:00:00,Second Class,11.23,3.00,22.92
1245,CA-2012-133585,2014-03-01 00:00:00,2014-03-04 00:00:00,First Class,-29.89,8.00,1283.33
1246,CA-2012-133627,2014-05-31 00:00:00,2014-06-07 00:00:00,Standard Class,9.10,6.00,22.20
1247,CA-2012-133837,2014-04-13 00:00:00,2014-04-18 00:00:00,Standard Class,0.81,1.00,10.74
1248,CA-2012-133977,2014-09-06 00:00:00,2014-09-08 00:00:00,Second Class,-2.53,1.00,3.44
1249,CA-2012-134075,2014-12-12 00:00:00,2014-12-16 00:00:00,Standard Class,115.34,5.00,526.88
1250,CA-2012-134082,2014-12-11 00:00:00,2014-12-17 00:00:00,Standard Class,38.68,4.00,110.53
1251,CA-2012-134117,2014-12-17 00:00:00,2014-12-19 00:00:00,Second Class,108.69,14.00,450.19
1252,CA-2012-134201,2014-04-10 00:00:00,2014-04-16 00:00:00,Standard Class,44.37,7.00,156.71
1253,CA-2012-134257,2014-03-16 00:00:00,2014-03-19 00:00:00,Second Class,244.25,7.00,498.93
1254,CA-2012-134719,2014-10-10 00:00:00,2014-10-15 00:00:00,Standard Class,-337.81,6.00,1801.63
1255,CA-2012-134747,2014-10-12 00:00:00,2014-10-17 00:00:00,Second Class,112.21,9.00,412.24
1256,CA-2012-134782,2014-12-27 00:00:00,2014-12-31 00:00:00,Standard Class,51.66,2.00,105.42
1257,CA-2012-134859,2014-10-04 00:00:00,2014-10-09 00:00:00,Standard Class,13.75,7.00,85.68
1258,CA-2012-134894,2014-12-07 00:00:00,2014-12-11 00:00:00,Standard Class,112.27,7.00,436.86
1259,CA-2012-134922,2014-11-07 00:00:00,2014-11-11 00:00:00,Standard Class,7.93,2.00,24.40
1260,CA-2012-134943,2014-12-05 00:00:00,2014-12-06 00:00:00,First Class,76.40,5.00,152.80
1261,CA-2012-134992,2014-09-22 00:00:00,2014-09-26 00:00:00,Second Class,26.59,7.00,80.38
1262,CA-2012-135020,2014-05-28 00:00:00,2014-06-02 00:00:00,Standard Class,197.79,13.00,632.86
1263,CA-2012-135174,2014-04-30 00:00:00,2014-05-02 00:00:00,Second Class,-255.74,5.00,1022.97
1264,CA-2012-135251,2014-08-06 00:00:00,2014-08-10 00:00:00,Standard Class,-91.22,13.00,467.65
1265,CA-2012-135272,2014-12-07 00:00:00,2014-12-12 00:00:00,Standard Class,28.77,4.00,79.92
1266,CA-2012-135314,2014-07-09 00:00:00,2014-07-14 00:00:00,Second Class,40.50,3.00,269.98
1267,CA-2012-135363,2014-03-28 00:00:00,2014-04-02 00:00:00,Standard Class,7.14,4.00,20.78
1268,CA-2012-135391,2014-02-09 00:00:00,2014-02-11 00:00:00,Second Class,-17.06,6.00,80.88
1269,CA-2012-135489,2014-09-19 00:00:00,2014-09-22 00:00:00,Second Class,134.33,14.00,279.86
1270,CA-2012-135510,2014-09-05 00:00:00,2014-09-12 00:00:00,Standard Class,12.23,4.00,67.96
1271,CA-2012-135538,2014-12-24 00:00:00,2014-12-28 00:00:00,Standard Class,99.43,4.00,883.84
1272,CA-2012-135545,2014-11-24 00:00:00,2014-11-30 00:00:00,Standard Class,106.81,15.00,266.29
1273,CA-2012-135580,2014-12-30 00:00:00,2015-01-03 00:00:00,Standard Class,490.60,18.00,3251.34
1274,CA-2012-135622,2014-12-08 00:00:00,2014-12-11 00:00:00,Second Class,281.12,17.00,2079.11
1275,CA-2012-135685,2014-11-16 00:00:00,2014-11-18 00:00:00,Second Class,538.10,25.00,2233.02
1276,CA-2012-135727,2014-05-11 00:00:00,2014-05-16 00:00:00,Second Class,16.80,7.00,191.97
1277,CA-2012-135853,2014-12-11 00:00:00,2014-12-14 00:00:00,First Class,103.18,14.00,324.22
1278,CA-2012-136105,2014-06-12 00:00:00,2014-06-16 00:00:00,Standard Class,6.88,2.00,24.56
1279,CA-2012-136147,2014-11-13 00:00:00,2014-11-18 00:00:00,Standard Class,-102.32,11.00,233.06
1280,CA-2012-136196,2014-11-28 00:00:00,2014-12-04 00:00:00,Standard Class,64.52,3.00,322.59
1281,CA-2012-136224,2014-05-31 00:00:00,2014-05-31 00:00:00,Same Day,1.16,3.00,10.27
1282,CA-2012-136378,2014-04-02 00:00:00,2014-04-07 00:00:00,Standard Class,-13.73,3.00,9.16
1283,CA-2012-136420,2014-11-20 00:00:00,2014-11-21 00:00:00,First Class,57.19,8.00,139.82
1284,CA-2012-136469,2014-07-11 00:00:00,2014-07-12 00:00:00,First Class,260.11,13.00,1136.90
1285,CA-2012-136658,2014-09-10 00:00:00,2014-09-17 00:00:00,Standard Class,2.07,2.00,6.08
1286,CA-2012-136700,2014-12-06 00:00:00,2014-12-11 00:00:00,Second Class,4.39,2.00,8.96
1287,CA-2012-136728,2014-09-13 00:00:00,2014-09-17 00:00:00,Second Class,-9.21,5.00,177.90
1288,CA-2012-136735,2014-07-26 00:00:00,2014-08-02 00:00:00,Standard Class,78.89,2.00,167.86
1289,CA-2012-136798,2014-05-08 00:00:00,2014-05-12 00:00:00,Standard Class,138.98,8.00,545.91
1290,CA-2012-136805,2014-05-23 00:00:00,2014-05-27 00:00:00,Second Class,265.29,14.00,925.83
1291,CA-2012-137064,2014-02-06 00:00:00,2014-02-13 00:00:00,Standard Class,-126.35,8.00,692.21
1292,CA-2012-137071,2014-12-20 00:00:00,2014-12-21 00:00:00,First Class,21.42,2.00,100.80
1293,CA-2012-137106,2014-03-31 00:00:00,2014-04-04 00:00:00,Standard Class,27.99,5.00,79.96
1294,CA-2012-137113,2014-12-01 00:00:00,2014-12-05 00:00:00,Second Class,598.08,27.00,4210.65
1295,CA-2012-137225,2014-12-15 00:00:00,2014-12-19 00:00:00,Standard Class,1.41,1.00,3.28
1296,CA-2012-137281,2014-06-13 00:00:00,2014-06-17 00:00:00,Standard Class,3.11,1.00,6.48
1297,CA-2012-137302,2014-04-26 00:00:00,2014-05-01 00:00:00,Standard Class,78.49,12.00,485.78
1298,CA-2012-137512,2014-05-07 00:00:00,2014-05-12 00:00:00,Standard Class,-25.99,6.00,259.94
1299,CA-2012-137526,2014-01-13 00:00:00,2014-01-17 00:00:00,Standard Class,155.50,16.00,612.46
1300,CA-2012-137603,2014-09-19 00:00:00,2014-09-24 00:00:00,Standard Class,2.18,5.00,8.40
1301,CA-2012-137708,2014-11-22 00:00:00,2014-11-25 00:00:00,Second Class,47.56,15.00,114.37
1302,CA-2012-137750,2014-06-25 00:00:00,2014-06-30 00:00:00,Standard Class,57.36,5.00,204.85
1303,CA-2012-137897,2014-11-14 00:00:00,2014-11-19 00:00:00,Standard Class,42.87,9.00,134.50
1304,CA-2012-137925,2014-11-30 00:00:00,2014-12-04 00:00:00,Standard Class,53.47,19.00,705.07
1305,CA-2012-137946,2014-09-01 00:00:00,2014-09-04 00:00:00,Second Class,342.09,7.00,979.10
1306,CA-2012-137974,2014-04-16 00:00:00,2014-04-18 00:00:00,First Class,397.94,19.00,2298.90
1307,CA-2012-138002,2014-09-06 00:00:00,2014-09-12 00:00:00,Standard Class,76.94,5.00,197.92
1308,CA-2012-138009,2014-11-29 00:00:00,2014-12-03 00:00:00,Standard Class,444.27,20.00,1542.47
1309,CA-2012-138219,2014-03-23 00:00:00,2014-03-30 00:00:00,Standard Class,16.68,4.00,33.36
1310,CA-2012-138331,2014-08-07 00:00:00,2014-08-12 00:00:00,Standard Class,10.68,10.00,106.80
1311,CA-2012-138457,2014-09-13 00:00:00,2014-09-17 00:00:00,Standard Class,-10.04,4.00,13.09
1312,CA-2012-138485,2014-02-27 00:00:00,2014-03-01 00:00:00,Second Class,80.84,9.00,538.92
1313,CA-2012-138492,2014-05-15 00:00:00,2014-05-22 00:00:00,Standard Class,-10.39,2.00,51.97
1314,CA-2012-138534,2014-07-17 00:00:00,2014-07-19 00:00:00,Second Class,-13.80,2.00,195.47
1315,CA-2012-138625,2014-11-02 00:00:00,2014-11-05 00:00:00,First Class,55.36,4.00,197.72
1316,CA-2012-138674,2014-11-14 00:00:00,2014-11-17 00:00:00,First Class,36.84,12.00,259.86
1317,CA-2012-138898,2014-05-25 00:00:00,2014-05-29 00:00:00,Standard Class,84.57,13.00,845.73
1318,CA-2012-138954,2014-11-15 00:00:00,2014-11-17 00:00:00,First Class,68.08,15.00,224.93
1319,CA-2012-139094,2014-11-22 00:00:00,2014-11-27 00:00:00,Standard Class,-32.52,2.00,206.96
1320,CA-2012-139164,2014-06-23 00:00:00,2014-06-28 00:00:00,Standard Class,29.83,8.00,366.99
1321,CA-2012-139248,2014-07-25 00:00:00,2014-07-30 00:00:00,Standard Class,39.00,5.00,623.96
1322,CA-2012-139290,2014-10-26 00:00:00,2014-10-30 00:00:00,Standard Class,2.65,2.00,5.76
1323,CA-2012-139374,2014-09-10 00:00:00,2014-09-14 00:00:00,Standard Class,-2.57,1.00,179.89
1324,CA-2012-139584,2014-08-24 00:00:00,2014-08-28 00:00:00,Standard Class,-64.13,4.00,310.36
1325,CA-2012-139731,2014-10-15 00:00:00,2014-10-15 00:00:00,Same Day,-307.61,8.00,2717.31
1326,CA-2012-139738,2014-09-25 00:00:00,2014-09-29 00:00:00,Standard Class,12.87,7.00,128.74
1327,CA-2012-139780,2014-12-31 00:00:00,2015-01-02 00:00:00,Second Class,52.38,8.00,116.40
1328,CA-2012-139850,2014-06-12 00:00:00,2014-06-17 00:00:00,Standard Class,11.59,6.00,64.03
1329,CA-2012-139962,2014-12-13 00:00:00,2014-12-20 00:00:00,Standard Class,28.27,5.00,57.32
1330,CA-2012-140025,2014-04-07 00:00:00,2014-04-11 00:00:00,Standard Class,-1133.29,14.00,847.20
1331,CA-2012-140144,2014-06-20 00:00:00,2014-06-25 00:00:00,Second Class,147.72,9.00,383.62
1332,CA-2012-140221,2014-03-05 00:00:00,2014-03-09 00:00:00,Second Class,-483.21,11.00,257.32
1333,CA-2012-140375,2014-10-02 00:00:00,2014-10-05 00:00:00,Second Class,12.95,4.00,26.82
1334,CA-2012-140410,2014-11-03 00:00:00,2014-11-07 00:00:00,Standard Class,160.53,13.00,1345.42
1335,CA-2012-140557,2014-09-07 00:00:00,2014-09-11 00:00:00,Standard Class,167.98,7.00,559.93
1336,CA-2012-140718,2014-07-02 00:00:00,2014-07-04 00:00:00,First Class,55.28,15.00,246.36
1337,CA-2012-140830,2014-11-30 00:00:00,2014-12-02 00:00:00,Second Class,40.56,4.00,89.36
1338,CA-2012-140921,2014-02-03 00:00:00,2014-02-05 00:00:00,First Class,62.07,5.00,178.37
1339,CA-2012-140984,2014-09-14 00:00:00,2014-09-18 00:00:00,Standard Class,592.24,17.00,1884.14
1340,CA-2012-141012,2014-06-09 00:00:00,2014-06-11 00:00:00,Second Class,101.17,7.00,495.74
1341,CA-2012-141040,2014-10-09 00:00:00,2014-10-13 00:00:00,Second Class,314.10,8.00,655.88
1342,CA-2012-141145,2014-09-17 00:00:00,2014-09-23 00:00:00,Standard Class,10.90,3.00,87.17
1343,CA-2012-141243,2014-01-03 00:00:00,2014-01-08 00:00:00,Second Class,-352.09,17.00,1757.85
1344,CA-2012-141250,2014-01-19 00:00:00,2014-01-23 00:00:00,Standard Class,-21.71,5.00,301.74
1345,CA-2012-141327,2014-11-30 00:00:00,2014-12-03 00:00:00,First Class,30.78,12.00,440.14
1346,CA-2012-141565,2014-09-20 00:00:00,2014-09-24 00:00:00,Standard Class,-972.05,10.00,1664.13
1347,CA-2012-141593,2014-12-14 00:00:00,2014-12-16 00:00:00,Second Class,45.65,8.00,369.56
1348,CA-2012-141740,2014-11-01 00:00:00,2014-11-05 00:00:00,Standard Class,13.68,2.00,205.16
1349,CA-2012-141754,2014-12-20 00:00:00,2014-12-25 00:00:00,Standard Class,3.95,2.00,11.70
1350,CA-2012-141768,2014-05-25 00:00:00,2014-05-27 00:00:00,Second Class,4.86,3.00,14.73
1351,CA-2012-141810,2014-11-02 00:00:00,2014-11-07 00:00:00,Standard Class,-8.22,9.00,374.08
1352,CA-2012-141936,2014-08-07 00:00:00,2014-08-12 00:00:00,Standard Class,6.46,3.00,19.15
1353,CA-2012-142027,2014-04-09 00:00:00,2014-04-14 00:00:00,Standard Class,-13.87,3.00,369.91
1354,CA-2012-142041,2014-06-07 00:00:00,2014-06-09 00:00:00,Second Class,2.63,5.00,7.52
1355,CA-2012-142055,2014-05-08 00:00:00,2014-05-10 00:00:00,First Class,18.21,2.00,37.94
1356,CA-2012-142139,2014-08-31 00:00:00,2014-09-05 00:00:00,Standard Class,6.81,4.00,20.96
1357,CA-2012-142202,2014-09-18 00:00:00,2014-09-23 00:00:00,Second Class,152.39,9.00,717.12
1358,CA-2012-142237,2014-07-11 00:00:00,2014-07-13 00:00:00,First Class,-39.39,33.00,676.73
1359,CA-2012-142377,2014-12-04 00:00:00,2014-12-09 00:00:00,Standard Class,40.40,7.00,85.96
1360,CA-2012-142419,2014-07-11 00:00:00,2014-07-13 00:00:00,Second Class,47.91,6.00,128.32
1361,CA-2012-142433,2014-04-20 00:00:00,2014-04-25 00:00:00,Standard Class,44.05,3.00,117.46
1362,CA-2012-142454,2014-08-15 00:00:00,2014-08-19 00:00:00,Standard Class,47.11,10.00,174.49
1363,CA-2012-142475,2014-12-03 00:00:00,2014-12-07 00:00:00,Standard Class,206.62,6.00,590.35
1364,CA-2012-142601,2014-04-18 00:00:00,2014-04-20 00:00:00,Second Class,37.35,9.00,1009.13
1365,CA-2012-142692,2014-10-23 00:00:00,2014-10-28 00:00:00,Standard Class,1.12,1.00,3.59
1366,CA-2012-142734,2014-04-16 00:00:00,2014-04-21 00:00:00,Standard Class,2.84,2.00,127.76
1367,CA-2012-142755,2014-09-04 00:00:00,2014-09-08 00:00:00,Standard Class,258.28,14.00,919.49
1368,CA-2012-142930,2014-11-28 00:00:00,2014-12-02 00:00:00,Standard Class,117.43,4.00,335.52
1369,CA-2012-142937,2014-12-05 00:00:00,2014-12-06 00:00:00,First Class,4.50,2.00,45.04
1370,CA-2012-142944,2014-03-06 00:00:00,2014-03-11 00:00:00,Standard Class,473.75,9.00,1555.24
1371,CA-2012-142993,2014-10-12 00:00:00,2014-10-17 00:00:00,Standard Class,3.40,4.00,99.86
1372,CA-2012-143077,2014-09-17 00:00:00,2014-09-21 00:00:00,Standard Class,-20.63,5.00,28.52
1373,CA-2012-143105,2014-12-10 00:00:00,2014-12-10 00:00:00,Same Day,357.36,16.00,1033.23
1374,CA-2012-143119,2014-09-24 00:00:00,2014-09-30 00:00:00,Standard Class,155.25,6.00,517.50
1375,CA-2012-143147,2014-05-26 00:00:00,2014-05-28 00:00:00,Second Class,-113.09,8.00,610.16
1376,CA-2012-143238,2014-09-06 00:00:00,2014-09-08 00:00:00,First Class,18.06,4.00,46.32
1377,CA-2012-143364,2014-07-14 00:00:00,2014-07-19 00:00:00,Second Class,-200.00,15.00,860.92
1378,CA-2012-143490,2014-12-06 00:00:00,2014-12-13 00:00:00,Standard Class,52.82,11.00,339.33
1379,CA-2012-143532,2014-03-19 00:00:00,2014-03-24 00:00:00,Standard Class,4.89,3.00,14.50
1380,CA-2012-143602,2014-04-25 00:00:00,2014-04-28 00:00:00,Second Class,4.53,3.00,13.94
1381,CA-2012-143616,2014-09-27 00:00:00,2014-09-29 00:00:00,Second Class,25.79,5.00,99.20
1382,CA-2012-143700,2014-07-26 00:00:00,2014-07-26 00:00:00,Same Day,3.63,2.00,10.37
1383,CA-2012-143882,2014-06-26 00:00:00,2014-06-30 00:00:00,Standard Class,15.61,9.00,43.06
1384,CA-2012-143980,2014-12-25 00:00:00,2014-12-29 00:00:00,Standard Class,124.49,2.00,414.96
1385,CA-2012-144043,2014-05-10 00:00:00,2014-05-15 00:00:00,Standard Class,-2.92,4.00,46.69
1386,CA-2012-144099,2014-11-29 00:00:00,2014-11-30 00:00:00,Same Day,1.56,1.00,4.30
1387,CA-2012-144190,2014-06-09 00:00:00,2014-06-13 00:00:00,Standard Class,6.22,2.00,12.96
1388,CA-2012-144253,2014-05-04 00:00:00,2014-05-09 00:00:00,Second Class,12.86,2.00,26.80
1389,CA-2012-144267,2014-08-21 00:00:00,2014-08-23 00:00:00,First Class,82.62,11.00,632.15
1390,CA-2012-144274,2014-11-23 00:00:00,2014-11-25 00:00:00,Second Class,142.13,20.00,420.64
1391,CA-2012-144288,2014-12-25 00:00:00,2014-12-31 00:00:00,Standard Class,6.97,6.00,19.58
1392,CA-2012-144302,2014-06-19 00:00:00,2014-06-23 00:00:00,Standard Class,-9.56,2.00,5.79
1393,CA-2012-144386,2014-11-05 00:00:00,2014-11-11 00:00:00,Standard Class,8.87,6.00,25.34
1394,CA-2012-144519,2014-11-13 00:00:00,2014-11-17 00:00:00,Standard Class,64.25,12.00,403.94
1395,CA-2012-144652,2014-11-20 00:00:00,2014-11-26 00:00:00,Standard Class,5.06,7.00,19.46
1396,CA-2012-144722,2014-03-16 00:00:00,2014-03-23 00:00:00,Standard Class,18.11,1.00,43.13
1397,CA-2012-144806,2014-12-06 00:00:00,2014-12-11 00:00:00,Standard Class,68.66,31.00,757.71
1398,CA-2012-144890,2014-12-25 00:00:00,2014-12-29 00:00:00,Standard Class,4.88,2.00,9.96
1399,CA-2012-145065,2014-12-12 00:00:00,2014-12-15 00:00:00,First Class,12.48,4.00,32.31
1400,CA-2012-145184,2014-11-27 00:00:00,2014-11-29 00:00:00,First Class,30.86,6.00,188.94
1401,CA-2012-145324,2014-11-15 00:00:00,2014-11-19 00:00:00,Standard Class,14.39,2.00,39.96
1402,CA-2012-145352,2014-03-16 00:00:00,2014-03-22 00:00:00,Standard Class,3192.07,12.00,6412.77
1403,CA-2012-145394,2014-11-16 00:00:00,2014-11-20 00:00:00,Standard Class,13.08,7.00,295.97
1404,CA-2012-145401,2014-01-30 00:00:00,2014-02-04 00:00:00,Standard Class,5.01,6.00,14.30
1405,CA-2012-145415,2014-04-12 00:00:00,2014-04-17 00:00:00,Second Class,0.41,3.00,40.74
1406,CA-2012-145457,2014-03-24 00:00:00,2014-03-27 00:00:00,Second Class,13.13,5.00,46.90
1407,CA-2012-145485,2014-11-05 00:00:00,2014-11-05 00:00:00,Same Day,15.70,4.00,62.80
1408,CA-2012-145758,2014-10-30 00:00:00,2014-10-30 00:00:00,Same Day,269.31,4.00,1035.80
1409,CA-2012-145814,2014-11-19 00:00:00,2014-11-24 00:00:00,Standard Class,252.15,6.00,867.74
1410,CA-2012-145821,2014-05-01 00:00:00,2014-05-07 00:00:00,Standard Class,11.09,3.00,88.75
1411,CA-2012-145828,2014-10-05 00:00:00,2014-10-07 00:00:00,First Class,-4.64,3.00,53.04
1412,CA-2012-145835,2014-05-13 00:00:00,2014-05-18 00:00:00,Second Class,22.28,6.00,238.38
1413,CA-2012-145849,2014-09-15 00:00:00,2014-09-17 00:00:00,Second Class,19.72,10.00,215.18
1414,CA-2012-146038,2014-02-09 00:00:00,2014-02-16 00:00:00,Standard Class,22.94,5.00,203.92
1415,CA-2012-146087,2014-07-06 00:00:00,2014-07-11 00:00:00,Standard Class,60.39,2.00,301.96
1416,CA-2012-146255,2014-03-07 00:00:00,2014-03-10 00:00:00,First Class,271.42,10.00,807.54
1417,CA-2012-146262,2014-01-02 00:00:00,2014-01-09 00:00:00,Standard Class,-1196.06,21.00,1816.70
1418,CA-2012-146290,2014-05-04 00:00:00,2014-05-11 00:00:00,Standard Class,35.26,7.00,125.93
1419,CA-2012-146465,2014-11-20 00:00:00,2014-11-24 00:00:00,Standard Class,7.56,9.00,24.19
1420,CA-2012-146486,2014-11-09 00:00:00,2014-11-14 00:00:00,Second Class,70.65,18.00,1170.72
1421,CA-2012-146563,2014-08-24 00:00:00,2014-08-28 00:00:00,Standard Class,-133.19,29.00,2645.02
1422,CA-2012-146675,2014-04-16 00:00:00,2014-04-20 00:00:00,Standard Class,481.09,7.00,1483.53
1423,CA-2012-146696,2014-12-14 00:00:00,2014-12-19 00:00:00,Standard Class,2.73,2.00,8.10
1424,CA-2012-146829,2014-03-10 00:00:00,2014-03-10 00:00:00,Same Day,-1.89,2.00,1.11
1425,CA-2012-146948,2014-07-16 00:00:00,2014-07-20 00:00:00,Standard Class,112.33,14.00,299.75
1426,CA-2012-147011,2014-06-18 00:00:00,2014-06-22 00:00:00,Standard Class,3.58,4.00,13.63
1427,CA-2012-147102,2014-09-19 00:00:00,2014-09-26 00:00:00,Standard Class,23.23,4.00,66.36
1428,CA-2012-147501,2014-08-02 00:00:00,2014-08-06 00:00:00,Standard Class,44.03,4.00,564.77
1429,CA-2012-147529,2014-02-07 00:00:00,2014-02-11 00:00:00,Standard Class,152.59,7.00,324.11
1430,CA-2012-147690,2014-11-10 00:00:00,2014-11-14 00:00:00,Standard Class,43.32,6.00,577.58
1431,CA-2012-147788,2014-05-31 00:00:00,2014-06-04 00:00:00,Standard Class,209.64,14.00,1745.71
1432,CA-2012-147816,2014-09-24 00:00:00,2014-09-26 00:00:00,Second Class,13.17,2.00,35.12
1433,CA-2012-147830,2014-12-15 00:00:00,2014-12-18 00:00:00,First Class,-1980.38,17.00,4190.21
1434,CA-2012-147851,2014-12-03 00:00:00,2014-12-08 00:00:00,Standard Class,3.36,4.00,10.75
1435,CA-2012-147879,2014-05-07 00:00:00,2014-05-12 00:00:00,Standard Class,21.01,2.00,45.68
1436,CA-2012-148180,2014-07-26 00:00:00,2014-07-31 00:00:00,Standard Class,37.26,14.00,131.48
1437,CA-2012-148250,2014-12-13 00:00:00,2014-12-17 00:00:00,Standard Class,41.19,6.00,147.44
1438,CA-2012-148376,2014-12-27 00:00:00,2014-12-31 00:00:00,Standard Class,41.37,9.00,128.52
1439,CA-2012-148432,2014-11-07 00:00:00,2014-11-10 00:00:00,Second Class,3.95,9.00,33.48
1440,CA-2012-148495,2014-08-13 00:00:00,2014-08-13 00:00:00,Same Day,10.41,3.00,31.56
1441,CA-2012-148628,2014-12-06 00:00:00,2014-12-11 00:00:00,Standard Class,15.07,5.00,32.75
1442,CA-2012-148635,2014-07-25 00:00:00,2014-07-27 00:00:00,Second Class,91.16,11.00,1288.85
1443,CA-2012-148705,2014-03-12 00:00:00,2014-03-18 00:00:00,Standard Class,1.76,2.00,5.04
1444,CA-2012-148712,2014-04-17 00:00:00,2014-04-23 00:00:00,Standard Class,60.66,17.00,172.61
1445,CA-2012-148859,2014-12-28 00:00:00,2015-01-01 00:00:00,Standard Class,1.55,2.00,24.82
1446,CA-2012-148873,2014-10-01 00:00:00,2014-10-05 00:00:00,Standard Class,-1.77,8.00,111.76
1447,CA-2012-148964,2014-05-26 00:00:00,2014-05-31 00:00:00,Standard Class,7.89,1.00,20.24
1448,CA-2012-149083,2014-09-25 00:00:00,2014-09-30 00:00:00,Standard Class,51.87,8.00,479.72
1449,CA-2012-149097,2014-10-20 00:00:00,2014-10-24 00:00:00,Standard Class,51.28,10.00,439.54
1450,CA-2012-149300,2014-11-22 00:00:00,2014-11-23 00:00:00,First Class,-1.98,3.00,32.99
1451,CA-2012-149342,2014-04-20 00:00:00,2014-04-25 00:00:00,Standard Class,381.66,11.00,896.31
1452,CA-2012-149384,2014-07-10 00:00:00,2014-07-10 00:00:00,Same Day,-2.24,3.00,3.37
1453,CA-2012-149517,2014-09-19 00:00:00,2014-09-23 00:00:00,Standard Class,19.47,3.00,60.84
1454,CA-2012-149566,2014-12-05 00:00:00,2014-12-10 00:00:00,Standard Class,23.60,7.00,51.60
1455,CA-2012-149587,2014-01-31 00:00:00,2014-02-05 00:00:00,Second Class,38.91,7.00,99.26
1456,CA-2012-149601,2014-05-28 00:00:00,2014-06-03 00:00:00,Standard Class,24.15,6.00,93.79
1457,CA-2012-149636,2014-01-06 00:00:00,2014-01-12 00:00:00,Standard Class,7.89,7.00,31.54
1458,CA-2012-149650,2014-10-24 00:00:00,2014-10-27 00:00:00,First Class,-73.82,8.00,454.27
1459,CA-2012-149678,2014-04-13 00:00:00,2014-04-15 00:00:00,Second Class,0.39,1.00,12.88
1460,CA-2012-149713,2014-09-18 00:00:00,2014-09-22 00:00:00,Second Class,90.70,20.00,187.94
1461,CA-2012-149734,2014-09-03 00:00:00,2014-09-08 00:00:00,Standard Class,62.81,7.00,200.98
1462,CA-2012-149748,2014-05-31 00:00:00,2014-06-02 00:00:00,Second Class,154.42,8.00,345.26
1463,CA-2012-149811,2014-01-04 00:00:00,2014-01-10 00:00:00,Standard Class,35.47,8.00,72.24
1464,CA-2012-149846,2014-05-22 00:00:00,2014-05-26 00:00:00,Standard Class,425.82,22.00,3862.10
1465,CA-2012-149909,2014-11-13 00:00:00,2014-11-17 00:00:00,Standard Class,88.07,12.00,210.82
1466,CA-2012-149972,2014-09-21 00:00:00,2014-09-23 00:00:00,First Class,2.53,6.00,609.44
1467,CA-2012-149993,2014-03-19 00:00:00,2014-03-20 00:00:00,First Class,3.60,5.00,10.90
1468,CA-2012-150196,2014-07-02 00:00:00,2014-07-03 00:00:00,First Class,9.33,3.00,19.44
1469,CA-2012-150308,2014-12-15 00:00:00,2014-12-20 00:00:00,Standard Class,21.54,3.00,246.17
1470,CA-2012-150413,2014-10-19 00:00:00,2014-10-24 00:00:00,Second Class,-2.84,1.00,1.72
1471,CA-2012-150441,2014-08-13 00:00:00,2014-08-17 00:00:00,Second Class,5.57,4.00,11.36
1472,CA-2012-150511,2014-09-18 00:00:00,2014-09-24 00:00:00,Standard Class,8.71,2.00,18.54
1473,CA-2012-150560,2014-12-11 00:00:00,2014-12-12 00:00:00,First Class,96.34,2.00,196.62
1474,CA-2012-150714,2014-10-26 00:00:00,2014-11-01 00:00:00,Standard Class,-56.35,31.00,1215.27
1475,CA-2012-150749,2014-03-29 00:00:00,2014-04-03 00:00:00,Second Class,1.45,2.00,5.56
1476,CA-2012-150770,2014-05-03 00:00:00,2014-05-06 00:00:00,First Class,164.17,11.00,460.84
1477,CA-2012-150791,2014-09-06 00:00:00,2014-09-13 00:00:00,Standard Class,60.39,2.00,271.76
1478,CA-2012-150875,2014-11-16 00:00:00,2014-11-20 00:00:00,Standard Class,183.03,5.00,1001.20
1479,CA-2012-151043,2014-11-14 00:00:00,2014-11-20 00:00:00,Standard Class,-1.20,2.00,47.98
